kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가
KPN228,221133410,0.00%,KPN052,K103,,-3.5652,0.65,4.7626,0.7,-1.3903,0.73,2.4884,0.74,0.0892,0.45,-0.8371,-0.1216,-0.5694,1.4353,0.194,-0.60354286,0.72,-0.65122229,0.73,-1.5078,0.71,-0.5645,0.66,-0.8745,0.63,-1.1044,0.63,-0.6651,0.64,-1.5119,0.68,-0.67,0.63,-2.5456,0.65,-0.3916,-0.4513,-1.0171,-0.4585,-1.4073,-2.0054,-1.0905,-1.9534,-1.7009,-1.2263,0.0728,0.73,0.3581,0.7,-0.851,0.66,-0.5485,0.54,-1.0682,0.55,-1.9073,0.79,-0.734,0.6,-0.2848,0.61,-0.5999,0.57,1.3276,0.63,0.0153,0.1425,-0.3924,-0.6613,-1.134,-1.3458,-0.7313,-0.5169,-0.7197,0.6293,-0.1101,0.58,0.4531,0.67,0.0321,0.66,-0.0053,0.49,0.0122,0.62,-0.0186,0.6,0.0174,0.63,-0.0222,0.6,0.5856,0.56,2.6281,0.62,-1.2263,-1.0012,-1.0646,-0.8877,-1.0043,-0.8618,-0.9553,-0.9717,-0.6066,-0.3517,-0.0762,0.45,-0.1344,0.55,-0.0578,0.49,-0.1163,0.29,-0.1645,0.41,-0.1796,0.47,-0.2519,0.44,-0.1222,0.34,-0.0879,0.29,0.2614,0.27,-1.0795,-1.0617,-1.1387,-0.8149,-1.0099,-0.717,-0.9802,-0.9141,-0.2596,0.594
KPN229,221133411,0.00%,KPN056,K096,,14.096,0.92,24.2479,0.9,3.53,0.89,2.4904,0.89,-1.2185,0.87,0.2053,0.7754,0.4365,1.4364,-1.1708,0.24279913,0.94,0.18276617,0.94,0.9566,0.93,-1.1091,0.92,0.3251,0.89,0.4277,0.9,-0.024,0.9,0.6629,0.92,0.0607,0.89,-1.0173,0.91,0.1128,0.0197,0.1468,-1.1475,0.1864,0.2064,-0.1705,0.4972,-0.1425,-0.476,0.992,0.88,1.3882,0.86,2.4982,0.84,1.4407,0.76,0.5395,0.77,1.5039,0.91,1.2299,0.8,0.4771,0.81,1.7353,0.79,3.8047,0.83,0.4532,0.6599,1.1159,2.4059,0.848,0.9291,1.474,1.0322,2.4213,1.5898,0.3226,0.82,2.3915,0.87,0.6524,0.85,-0.3884,0.75,1.4557,0.85,1.1232,0.84,2.7192,0.85,1.2097,0.83,3.7101,0.79,5.6946,0.85,-0.0085,-0.1925,0.1201,-1.2297,-0.1825,-0.0637,0.2075,0.3733,1.1947,0.6574,-0.0496,0.76,-0.148,0.81,-0.0025,0.77,-0.4486,0.65,-0.1579,0.76,-0.1453,0.78,-0.0203,0.77,-0.0126,0.73,0.371,0.66,0.244,0.71,-0.6526,-1.1054,-0.4676,-2.5769,-0.9836,-0.5778,-0.2614,-0.0576,1.65,0.5371
KPN230,221174247,0.00%,KPN043,,,-4.546,0.58,-16.583,0.74,-0.9707,0.78,-0.9982,0.79,-0.9742,0.36,-0.895,-1.1042,-0.4836,-0.5927,-0.9158,-0.39987552,0.44,-0.28676814,0.45,-0.4947,0.43,-0.9022,0.39,-0.2887,0.38,-0.363,0.38,-0.2407,0.39,0.0717,0.41,-0.2498,0.38,-1.9527,0.38,-0.2702,-0.2455,-0.5386,-0.8857,-0.629,-0.9351,-0.4814,-0.1691,-0.8047,-0.9352,1.4614,0.75,0.1969,0.73,-2.1808,0.69,-0.9152,0.58,-1.7948,0.59,0.4748,0.81,-0.2433,0.63,-0.4668,0.64,0.1031,0.61,-2.8145,0.67,0.6768,0.0615,-0.9912,-1.2268,-2.0297,0.2428,-0.1803,-0.8871,0.2259,-0.9767,0.0379,0.57,0.0488,0.66,0.0783,0.64,0.2186,0.47,0.0363,0.61,0.1548,0.6,0.034,0.62,0.0146,0.58,-0.1928,0.53,-1.6708,0.6,-0.8099,-1.1699,-0.9764,-0.6878,-0.9906,-0.7406,-0.9481,-0.9314,-1.0554,-1.7663,0.0351,0.44,0.1572,0.55,0.0578,0.49,0.1193,0.29,0.0995,0.4,0.1262,0.45,0.1326,0.43,0.0609,0.32,0.0675,0.28,-0.271,0.24,0.7076,-0.1247,0.2633,0.434,0.0487,0.525,0.2133,0.5176,0.3869,-1.1428
KPN231,221156594,0.00%,KPN108,K201,,-3.3454,0.53,-9.3218,0.64,-3.3392,0.68,3.1168,0.69,-0.9563,0.44,-0.8241,-0.7699,-0.9678,1.8008,-0.8972,-1.08284247,0.51,-1.287099,0.51,-1.2422,0.5,0.3135,0.45,-0.0194,0.44,-0.3318,0.44,-0.0819,0.46,-0.389,0.47,-0.1474,0.45,0.3463,0.45,-0.6773,-0.8104,-0.8917,0.6522,-0.2712,-0.8901,-0.2536,-0.6882,-0.5862,0.1934,-0.077,0.67,-0.4429,0.64,-0.3956,0.61,-0.1632,0.51,-0.4312,0.52,-0.3861,0.72,-0.5442,0.56,0.1343,0.56,-0.3093,0.54,-0.018,0.59,-0.0561,-0.2599,-0.1873,-0.0673,-0.3488,-0.3313,-0.5182,0.3351,-0.3288,0.1076,-0.2521,0.53,-1.0849,0.6,-0.1403,0.58,-0.5116,0.45,-0.8351,0.56,-1.0559,0.55,-1.2187,0.57,-0.2465,0.54,-0.6401,0.5,-0.0766,0.55,-1.626,-1.6429,-1.3939,-1.3398,-1.4868,-1.5868,-1.4872,-1.2166,-1.3133,-1.2417,-0.0661,0.43,-0.2555,0.51,-0.0394,0.44,-0.1232,0.3,-0.2004,0.4,-0.2663,0.44,-0.2835,0.42,-0.0621,0.34,-0.1595,0.3,0.0314,0.3,-0.9171,-1.4507,-0.9151,-0.8517,-1.1539,-1.0693,-1.0782,-0.4443,-0.5573,-0.1562
KPN232,221085737,0.00%,KPN039,K045,,-14.1133,0.88,-15.8658,0.84,-5.7286,0.83,2.8526,0.83,-0.3486,0.73,-1.4597,-1.0712,-1.4562,1.6471,-0.2629,-1.60248685,0.9,-2.36649537,0.91,-2.1831,0.89,1.7449,0.87,-1.8158,0.84,-0.53,0.85,-0.995,0.85,-1.0257,0.88,-0.2042,0.84,-1.4653,0.86,-0.987,-1.4201,-1.3361,2.463,-2.6579,-1.1762,-1.5641,-1.4055,-0.7075,-0.6959,-2.9977,0.81,-3.3651,0.79,-3.3109,0.76,-1.2931,0.66,-1.7175,0.67,-1.9258,0.85,-1.615,0.71,-0.1263,0.71,-0.5989,0.68,-1.751,0.74,-1.4475,-1.728,-1.5002,-1.8094,-1.9344,-1.3581,-1.7205,-0.1946,-0.7182,-0.5643,-0.2232,0.73,-1.1791,0.8,-0.1355,0.78,-0.7635,0.65,-0.6147,0.77,-0.7892,0.76,-1.0877,0.78,-0.4925,0.75,-1.2911,0.7,-0.612,0.77,-1.5448,-1.6822,-1.3847,-1.5647,-1.3613,-1.4004,-1.4308,-1.4851,-1.6886,-1.4179,-0.0335,0.64,-0.181,0.71,-0.0025,0.66,-0.1574,0.5,-0.0715,0.64,-0.1261,0.67,-0.1592,0.65,-0.0739,0.59,-0.2039,0.51,0.0226,0.57,-0.3933,-1.2114,-0.4676,-1.0327,-0.637,-0.4995,-0.6926,-0.5365,-0.742,-0.185
KPN233,221151656,0.00%,KPN103,K292,KPN034,-14.1686,0.6,-25.9051,0.73,-6.2124,0.77,0.6622,0.78,-0.8377,0.41,-1.463,-1.5333,-1.5551,0.3731,-0.7734,0.48750979,0.53,0.29861796,0.53,-1.1608,0.51,-0.1162,0.46,-1.2951,0.45,-0.4931,0.45,-0.3485,0.47,-0.8435,0.49,-0.5441,0.46,-2.3831,0.46,0.2587,0.0852,-0.8532,0.1086,-1.9661,-1.1228,-0.6362,-1.2002,-1.4324,-1.1465,-1.2018,0.74,-1.1862,0.72,-0.0245,0.68,-0.4271,0.56,-0.6885,0.57,-0.9998,0.8,-1.1553,0.62,-0.4084,0.62,-0.4073,0.59,-4.4604,0.65,-0.5919,-0.6334,-0.0201,-0.4742,-0.6659,-0.7405,-1.2043,-0.7683,-0.4606,-1.6148,-0.1737,0.59,-1.5426,0.68,-0.2619,0.67,-0.6256,0.5,-0.7912,0.63,-0.5963,0.62,-1.0762,0.64,-0.2659,0.61,-0.7101,0.56,-2.647,0.63,-1.4054,-1.8338,-1.6261,-1.4415,-1.4618,-1.2656,-1.4259,-1.2377,-1.3537,-2.0875,0.0194,0.47,-0.0637,0.57,0.004,0.52,-0.0229,0.32,0.0248,0.43,0.0585,0.48,0.0661,0.45,0.0797,0.36,0.0929,0.31,-0.1278,0.28,0.4559,-0.8346,-0.3888,-0.3195,-0.2508,0.2501,0.0068,0.6641,0.4925,-0.6758
KPN234,221168733,0.00%,KPN043,,,-3.0962,0.55,-14.9394,0.77,-10.6716,0.81,-0.0241,0.82,-0.8605,0.26,-0.8094,-1.0285,-2.4667,-0.0261,-0.7971,-0.45391935,0.19,-0.3909865,0.2,-0.4751,0.19,-0.3587,0.16,-0.0806,0.16,0.0234,0.16,-0.1542,0.16,-0.0788,0.17,-0.0853,0.16,-0.7206,0.16,-0.3025,-0.3043,-0.5293,-0.1982,-0.3526,-0.3772,-0.3573,-0.3386,-0.454,-0.3303,-0.3107,0.78,1.413,0.75,-0.327,0.72,-0.5288,0.6,-1.1776,0.61,-2.0974,0.83,-1.7869,0.65,1.1315,0.66,0.2667,0.63,-4.1748,0.69,-0.1674,0.6724,-0.1564,-0.6309,-1.2688,-1.4725,-1.9136,2.3628,0.446,-1.5041,-0.0965,0.61,-2.3976,0.72,-0.6357,0.7,-0.8199,0.5,-0.6962,0.66,-0.7237,0.64,-1.0096,0.67,-0.4072,0.62,-0.4189,0.57,-1.2786,0.65,-1.1881,-2.1906,-2.3401,-1.615,-1.4077,-1.3546,-1.3972,-1.392,-1.1858,-1.6372,0.0125,0.46,-0.3979,0.58,-0.12,0.54,-0.1087,0.28,-0.0272,0.4,-0.0605,0.46,-0.0478,0.43,-0.0054,0.31,0.0365,0.27,0.0478,0.16,0.3445,-1.9082,-1.8933,-0.7748,-0.4594,-0.2332,-0.3467,-0.001,0.258,-0.1028
KPN235,221168737,0.00%,KPN052,K103,,-3.7326,0.56,-2.4644,0.74,1.0858,0.78,2.0163,0.79,-0.0374,0.34,-0.847,-0.4543,-0.0632,1.1607,0.0618,0.53945839,0.38,0.67133939,0.39,0.224,0.37,-0.3055,0.33,-0.2596,0.32,-0.3077,0.32,-0.0239,0.33,-0.2878,0.35,-0.1296,0.32,-0.9179,0.32,0.2896,0.2957,-0.1992,-0.1308,-0.5904,-0.8552,-0.1702,-0.5741,-0.5483,-0.4272,-1.3548,0.74,-1.0992,0.71,-1.0839,0.68,-0.6115,0.56,-0.4822,0.57,-1.8545,0.79,-1.0632,0.61,-0.3498,0.62,-0.5614,0.59,-2.1901,0.65,-0.6648,-0.5897,-0.4972,-0.7585,-0.4116,-1.3105,-1.101,-0.6492,-0.6678,-0.7346,-0.2215,0.58,-0.0521,0.68,0.013,0.66,-0.2462,0.48,-0.6996,0.63,-0.6119,0.61,-1.0681,0.63,-0.3764,0.59,-0.6518,0.55,0.4216,0.62,-1.5401,-1.212,-1.101,-1.1028,-1.4096,-1.2764,-1.4224,-1.3583,-1.32,-1.0778,-0.0528,0.45,0.0678,0.56,0.014,0.51,-0.0473,0.28,-0.1289,0.39,-0.1356,0.45,-0.2163,0.42,-0.0856,0.31,-0.1287,0.27,0.1643,0.2,-0.7039,-0.4117,-0.2683,-0.4492,-0.8674,-0.5382,-0.8699,-0.628,-0.4292,0.2772
KPN236,221168740,0.00%,KPN052,K103,,-12.2013,0.56,-18.9167,0.72,0.2845,0.77,-0.3348,0.78,-0.1256,0.34,-1.3468,-1.2116,-0.227,-0.2068,-0.0302,0.40868706,0.39,0.52041137,0.4,0.0462,0.38,-0.1765,0.34,-0.2663,0.33,-0.345,0.33,-0.0288,0.34,-0.3501,0.36,-0.1303,0.33,-0.6795,0.33,0.2117,0.2104,-0.2832,0.0323,-0.5993,-0.9091,-0.1773,-0.6443,-0.55,-0.3102,-0.3308,0.74,-0.2257,0.71,-2.5218,0.68,-1.3786,0.56,-1.3936,0.57,-2.659,0.79,-1.2955,0.62,-0.1719,0.62,-0.6738,0.59,-7.2149,0.65,-0.177,-0.1508,-1.1448,-1.9413,-1.5351,-1.8471,-1.3617,-0.2874,-0.8191,-2.6829,-0.192,0.58,-0.546,0.68,-0.1154,0.66,-0.4234,0.48,-1.0238,0.62,-0.6428,0.61,-1.4746,0.63,-0.581,0.59,-1.0613,0.54,-1.7921,0.62,-1.457,-1.418,-1.3464,-1.261,-1.5943,-1.298,-1.5973,-1.5817,-1.5561,-1.8062,0.0103,0.45,0.2561,0.56,0.06,0.51,0.0403,0.28,-0.0066,0.39,0.046,0.45,-0.0303,0.42,-0.006,0.31,0.0243,0.27,0.0828,0.2,0.3103,0.1933,0.2899,0.0151,-0.3766,0.1992,-0.2925,-0.0052,0.2073,0.0112
KPN237,221168741,0.00%,KPN120,KPN032,KPN069,3.2641,0.59,2.8996,0.75,-0.5638,0.79,-0.1609,0.8,-1.461,0.41,-0.434,-0.2073,-0.4004,-0.1056,-1.4239,-0.62705827,0.45,-0.5690012,0.46,-0.3407,0.44,-0.4125,0.4,-0.2461,0.39,-0.1239,0.39,-0.2043,0.4,-0.4945,0.42,-0.0785,0.39,-1.0406,0.39,-0.4057,-0.4049,-0.4659,-0.2662,-0.5725,-0.5898,-0.4291,-0.807,-0.4394,-0.4875,-0.5016,0.75,0.5188,0.72,0.1275,0.68,-0.3968,0.56,-0.257,0.57,1.1011,0.8,0.3464,0.62,-0.5229,0.63,-0.8235,0.59,-2.3344,0.65,-0.2584,0.2232,0.0483,-0.4274,-0.134,0.6606,0.482,-1.0012,-1.0204,-0.7905,0.1263,0.62,0.6571,0.71,0.0853,0.69,0.0956,0.53,0.8728,0.67,0.5908,0.65,0.8814,0.67,0.4035,0.63,0.9001,0.58,1.2356,0.66,-0.5609,-0.9161,-0.9631,-0.7976,-0.5143,-0.4359,-0.5834,-0.5069,-0.4253,-0.8099,0.0017,0.51,0.0232,0.6,-0.015,0.56,-0.0262,0.36,0.1155,0.47,0.0532,0.52,0.0606,0.49,0.0325,0.4,0.1163,0.35,0.0807,0.33,0.1724,-0.5551,-0.6194,-0.3371,0.1131,0.2287,-0.0104,0.2952,0.59,0.0045
KPN238,221174232,0.00%,KPN063,KPN002,,-9.6458,0.59,-18.981,0.73,-4.6766,0.78,0.5342,0.79,-1.0307,0.41,-1.196,-1.2146,-1.2412,0.2986,-0.9748,-2.37882376,0.51,-2.57035375,0.51,-3.4267,0.49,-0.6477,0.45,-1.0954,0.43,-0.4331,0.43,-0.836,0.45,-0.636,0.47,-0.4062,0.44,-2.4422,0.44,-1.4498,-1.5352,-1.9234,-0.5637,-1.7007,-1.0363,-1.3358,-0.9665,-1.1384,-1.1756,-5.5753,0.76,-5.3402,0.74,-1.8271,0.7,-0.1916,0.58,-0.1236,0.59,-1.2533,0.81,-1.5619,0.64,-0.8518,0.64,-1.0982,0.61,-2.4157,0.67,-2.6754,-2.7201,-0.8319,-0.1109,0.0305,-0.9096,-1.661,-1.6698,-1.3899,-0.8221,-0.1692,0.59,-1.3888,0.68,-0.2831,0.67,-0.6422,0.49,-1.2372,0.63,-0.8796,0.62,-1.4421,0.64,-0.4702,0.6,-0.4396,0.55,-1.4385,0.63,-1.3927,-1.7697,-1.6665,-1.4564,-1.7158,-1.4635,-1.5833,-1.4608,-1.1977,-1.6898,0.0057,0.46,-0.0779,0.57,-0.0077,0.51,-0.0466,0.3,-0.1276,0.42,-0.0612,0.47,-0.1048,0.44,-0.005,0.34,0.1136,0.3,0.078,0.26,0.2358,-0.8801,-0.5316,-0.4455,-0.8619,-0.2361,-0.5237,0.0023,0.5788,-0.0044
KPN239,221133404,0.00%,KPN052,K103,,-2.3963,0.51,-3.7793,0.66,-0.9423,0.71,1.4341,0.72,-0.1398,0.37,-0.7681,-0.5148,-0.4778,0.822,-0.0449,-0.0714398,0.37,0.21582094,0.38,-0.244,0.36,-0.6218,0.32,-0.2387,0.31,-0.2798,0.31,-0.1834,0.32,-0.2969,0.34,-0.1663,0.31,-1.095,0.31,-0.0745,0.0384,-0.4202,-0.531,-0.5625,-0.815,-0.3991,-0.5844,-0.6267,-0.5142,-1.2909,0.68,-1.0336,0.65,-2.1548,0.61,-0.6637,0.49,-1.1661,0.5,-1.2404,0.74,-0.8317,0.54,-0.4494,0.55,-0.6396,0.52,-1.8015,0.58,-0.6344,-0.5567,-0.9795,-0.8389,-1.2547,-0.901,-0.841,-0.8516,-0.773,-0.5839,-0.1413,0.54,0.36,0.63,0.0279,0.61,-0.1599,0.44,-0.3771,0.58,-0.392,0.57,-0.6509,0.59,-0.2777,0.55,-0.3197,0.5,1.2513,0.57,-1.3143,-1.0401,-1.0726,-1.0257,-1.226,-1.1228,-1.2428,-1.2506,-1.1286,-0.8047,-0.047,0.41,0.0753,0.52,-0.0039,0.46,-0.0622,0.26,-0.1128,0.36,-0.1362,0.42,-0.2035,0.39,-0.0952,0.29,-0.1255,0.26,0.2362,0.21,-0.6113,-0.3877,-0.4854,-0.5278,-0.8027,-0.5407,-0.8299,-0.7035,-0.4162,0.5119
KPN240,221119256,0.00%,KPN075,K073,KP101,-7.253,0.54,-14.8177,0.69,-2.3168,0.74,1.6554,0.75,-0.3991,0.27,-1.0548,-1.0229,-0.7588,0.9508,-0.3156,-0.36963037,0.39,-0.53428596,0.39,-0.6214,0.37,0.1285,0.33,-0.0278,0.31,-0.0146,0.31,-0.0263,0.33,-0.0524,0.34,-0.0504,0.32,0.0691,0.32,-0.2522,-0.3852,-0.5985,0.4182,-0.2825,-0.432,-0.1737,-0.3089,-0.3794,0.0573,-0.617,0.72,-0.6966,0.69,-2.4845,0.65,-0.2935,0.53,0.0364,0.54,0.4038,0.77,-0.2426,0.58,-0.6258,0.59,0.1696,0.56,-1.1954,0.62,-0.3134,-0.3874,-1.128,-0.2681,0.2277,0.1955,-0.1794,-1.2102,0.3154,-0.3489,-0.2614,0.56,-1.3776,0.66,-0.2506,0.64,-0.5948,0.47,-1.2048,0.61,-1.0258,0.59,-1.6017,0.62,-0.5626,0.58,-1.0419,0.53,-1.2395,0.6,-1.6522,-1.765,-1.6044,-1.414,-1.6973,-1.5658,-1.652,-1.5616,-1.5449,-1.6244,-0.0248,0.43,-0.0939,0.54,-0.0119,0.49,-0.0535,0.26,-0.1396,0.38,-0.1228,0.43,-0.1746,0.4,-0.046,0.28,-0.0776,0.25,0.0364,0.16,-0.2544,-0.9315,-0.5822,-0.4819,-0.9102,-0.4864,-0.7403,-0.3185,-0.2166,-0.1399
KPN241,221148359,0.00%,KPN038,,KPN002,12.9401,0.57,5.6946,0.72,-3.5501,0.77,1.7527,0.77,-1.1535,0.37,0.1371,-0.0787,-1.0109,1.0073,-1.1029,0.73987579,0.45,0.7702828,0.45,0.5521,0.44,-0.2508,0.39,-0.0635,0.38,-0.0815,0.38,0.0789,0.39,0.0549,0.41,-0.0612,0.38,-0.6132,0.38,0.4091,0.3515,-0.0442,-0.0617,-0.3298,-0.5287,-0.0227,-0.188,-0.4024,-0.2776,1.9956,0.74,1.4142,0.71,0.8177,0.68,-0.1358,0.56,0.2959,0.57,-0.9437,0.79,-0.0322,0.62,-0.4999,0.63,-0.3683,0.59,-1.179,0.65,0.9313,0.673,0.3591,-0.0249,0.5477,-0.7031,0.0568,-0.9543,-0.4081,-0.3425,0.0806,0.6,0.7251,0.69,0.1247,0.67,0.3999,0.5,0.7014,0.64,0.2304,0.62,0.7907,0.65,0.441,0.61,1.3195,0.56,3.1158,0.63,-0.6898,-0.8877,-0.8877,-0.5259,-0.6119,-0.6878,-0.6225,-0.466,-0.1835,-0.1912,-0.057,0.47,-0.2266,0.57,-0.0653,0.53,-0.0611,0.31,-0.1169,0.42,-0.2031,0.48,-0.2123,0.45,-0.0673,0.35,-0.0379,0.3,0.1136,0.26,-0.7714,-1.3579,-1.23,-0.5222,-0.8191,-0.8126,-0.8573,-0.4847,-0.0514,0.1119
KPN242,221185228,0.00%,KP344,KPN034,KPN049,2.4408,0.56,-1.7657,0.77,0.0748,0.81,3.0014,0.82,-0.6204,0.28,-0.4826,-0.4221,-0.2699,1.7337,-0.5466,0.20506608,0.22,0.19223577,0.22,0.4002,0.22,-0.1257,0.19,-0.0625,0.18,-0.0101,0.19,0.1046,0.19,0.0466,0.2,0.0271,0.19,-0.4776,0.19,0.0903,0.0251,-0.116,0.0965,-0.3285,-0.4256,0.0141,-0.1973,-0.2142,-0.2111,-2.5369,0.78,-2.5209,0.76,-3.7072,0.72,-0.2155,0.6,-0.4379,0.61,-2.1752,0.83,-1.0464,0.66,-0.5849,0.67,-0.3285,0.63,-0.8725,0.69,-1.228,-1.3039,-1.6786,-0.1478,-0.357,-1.5244,-1.0821,-1.1272,-0.3546,-0.2237,-0.1435,0.61,-0.1704,0.71,0.0712,0.69,0.0624,0.5,-0.2184,0.65,-0.2698,0.64,-0.3128,0.66,-0.0454,0.62,-0.3131,0.57,0.6523,0.65,-1.3204,-1.2614,-0.9899,-0.8273,-1.1357,-1.0374,-1.0974,-0.997,-1.1247,-1.0018,-0.0552,0.46,-0.1097,0.58,-0.0019,0.54,-0.0287,0.28,-0.1018,0.41,-0.1122,0.46,-0.1434,0.43,-0.057,0.31,-0.1556,0.27,-0.0147,0.18,-0.7421,-0.9823,-0.461,-0.3502,-0.7586,-0.4434,-0.6434,-0.4043,-0.5411,-0.3066
KPN243,221185229,0.00%,KPN195,KPN032,KPN057,-13.2833,0.96,-2.6757,0.95,-3.2825,0.94,3.9115,0.94,1.6153,0.93,-1.4107,-0.464,-0.9562,2.263,1.7867,-1.89720559,0.97,-2.25258207,0.97,-2.9312,0.96,-0.4459,0.96,-0.6189,0.94,-0.3164,0.95,-1.2378,0.95,-0.222,0.96,0.0676,0.94,-1.961,0.96,-1.1627,-1.3557,-1.6894,-0.3085,-1.0678,-0.8678,-1.9125,-0.4999,-0.1278,-0.9393,-1.958,0.92,-2.4992,0.91,-2.4244,0.9,0.2162,0.84,-0.9948,0.84,-0.8363,0.94,-0.1068,0.87,0.192,0.87,-1.4438,0.85,-1.3529,0.88,-0.9522,-1.2929,-1.1009,0.5178,-1.0435,-0.6315,-0.027,0.4524,-1.8547,-0.41,-0.4816,0.89,-0.0297,0.92,0.057,0.91,-0.7052,0.83,-0.2945,0.92,-1.2571,0.91,-1.2475,0.92,-0.3938,0.9,-0.1669,0.86,4.2057,0.91,-2.2721,-1.2026,-1.0171,-1.5126,-1.179,-1.7274,-1.4996,-1.3774,-1.0404,0.1674,-0.1673,0.85,-0.1882,0.89,-0.0253,0.86,-0.2568,0.76,-0.1867,0.86,-0.4373,0.88,-0.5,0.87,-0.1873,0.84,-0.145,0.77,0.8077,0.82,-2.5444,-1.2343,-0.7451,-1.56,-1.0989,-1.7637,-1.7505,-1.4231,-0.4971,2.3762
KPN244,221185236,0.00%,KPN123,KPN016,KPN029,3.7417,0.91,7.4878,0.88,-0.36,0.86,-1.0868,0.86,1.0395,0.83,-0.4059,0.0039,-0.3587,-0.6442,1.1858,0.54302865,0.92,0.3138195,0.92,0.6232,0.91,-0.1966,0.9,0.387,0.87,0.2878,0.88,0.6263,0.88,0.0962,0.9,-0.3518,0.87,-0.6037,0.89,0.2918,0.0937,-0.0106,0.0068,0.2686,0.0045,0.763,-0.1414,-1.0223,-0.273,2.9165,0.86,2.3024,0.84,1.9629,0.82,0.8213,0.75,0.7233,0.75,0.0436,0.89,-0.3627,0.78,-0.0788,0.79,1.1352,0.77,4.0567,0.81,1.37,1.1192,0.8749,1.4509,1.0745,-0.0447,-0.3144,-0.0982,1.614,1.6875,0.0134,0.81,0.4959,0.85,0.1574,0.83,-0.9801,0.74,-0.0135,0.84,-0.6364,0.83,-0.5297,0.84,-0.2903,0.82,-0.2339,0.77,3.3568,0.83,-0.8788,-0.9834,-0.8253,-1.758,-1.019,-1.2936,-1.1907,-1.2643,-1.0791,-0.1119,-0.0291,0.75,-0.0149,0.79,0.0322,0.76,-0.3382,0.65,-0.0999,0.76,-0.26,0.78,-0.2873,0.77,-0.1464,0.73,-0.1189,0.65,0.6252,0.71,-0.324,-0.6775,-0.0467,-1.9913,-0.7508,-1.0437,-1.0901,-1.1037,-0.3887,1.7808
