kpn,STD_CHGR,MATNG_PRTS_PARTCPTN_AT,BRDR_TRB,BRDR_THWD,STD_CRWG,BRDR_LN_Y_AR,BRDR_MRSC,SLE_AT_NM,STD_BDLN,SLE_AT,BRDR_CRWG,BRDR_12_MTAG_WGHT,STD_LN_Y_AR,BRDR_WTHG,BRDR_BCKF_THCN,STD_MRSC,BRBL_SPCHCKN_CODE_NM,STD_CHWD,PPLT_REGIST_NO,PPLT_IDNTFC_NO,STD_12_MTAG_WGHT,STD_BCKF_THCN,BRDR_ISWD,BRDR_DPCH,STD_WTHG,BRBL_NO,BIRTH_DATETM,STD_ISWD,STD_TRB,MATNG_PRTS_PARTCPTN_AT_NM,BRDR_HPWD,STD_HHC,BRDR_BDLN,STD_THWD,BRDR_CHGR,BRBL_SPCHCKN_CODE,BRDR_HHC,BRDR_CHWD,STD_DPCH,STD_HPWD,SCDR_REGIST_NO,SCDR_PPLT_IDNTFC_NO,NRPL_PPLT_IDNTFC_NO,NRPL_REGIST_NO,SCDR_KPN,BEING_AT_NM,BEING_AT
KPN452,0,N,-1.2317,-0.2179,-0.3933,4.8349,0.66,미판매,0,N,-1.1409,-5.73,0.7032,-3.9466,-1.5669,0.7898,보증,0,221399069,001221399069,-0.9649,-0.9234,-0.6682,-1.7141,0,KPN452,19990219,0,0,미참여,-1.2962,0,-3.2222,0,-2.273,HA5701,-3.2479,-1.2575,0,0,221094488,000150168394,000120552288,221088525,KPN219,,
KPN453,0,N,0.0197,0.1672,-0.3354,4.1434,-0.1596,미판매,0,N,0.1175,9.6365,0.5619,1.3913,-1.0707,-0.0656,후보,0,221399072,001221399072,-0.0579,-0.6348,-0.5274,0.3236,0,KPN453,19990220,0,0,미참여,-0.9751,0,0.6515,0,-1.0095,HA5702,1.0428,0.0363,0,0,221118392,000150168154,000120688679,221043557,KPN201,,
KPN454,0,N,-1.6807,-1.1949,-0.9017,-4.5379,-0.3397,미판매,0,N,-12.1854,7.243,-1.2128,-1.2179,0.3401,-0.2536,후보,0,221399074,001221399074,-0.1992,0.1857,-0.6125,-1.3521,0,KPN454,19990220,0,0,미참여,-2.0007,0,-3.602,0,-5.8936,HA5702,-1.6436,-1.4723,0,0,221048025,000150167685,000120681053,221133315,KPN137,,
KPN455,0,N,1.309,0.2925,0.0325,4.5366,-0.142,미판매,0,N,8.111,9.6225,0.6422,0.2653,-2.5569,-0.0473,후보,0,221399078,001221399078,-0.0588,-1.4993,0.2348,0.1247,0,KPN455,19990220,0,0,미참여,1.403,0,3.5794,0,-3.1235,HA5702,0.1658,-0.5613,0,0,221094488,000150168394,000120685310,221119115,KPN219,,
KPN456,0,N,1.9966,1.4326,1.01,0.634,-1.4498,미판매,0,N,29.3449,26.2561,-0.1555,0.3035,3.6072,-1.4122,보증,0,221399094,001221399094,0.923,2.086,0.3789,0.9527,0,KPN456,19990227,0,0,미참여,2.5534,0,5.1895,0,1.308,HA5701,0.9803,1.3546,0,0,211260729,000150167990,000120686730,221022522,KPN184,,
KPN457,0,N,-0.4812,-0.2432,0.1409,6.4913,-0.829,미판매,0,N,10.4649,12.723,1.0418,-2.5817,-2.4392,-0.7642,보증,0,221399096,001221399096,0.1242,-1.4308,-0.3318,-1.5921,0,KPN457,19990227,0,0,미참여,-2.471,0,0.834,0,-5.4665,HA5701,-1.0028,-1.7476,0,0,221094488,000150168394,000120682358,221043395,KPN219,,
KPN458,0,N,0.0227,0.0756,0.3838,4.3742,-0.3327,미판매,0,N,15.7415,8.1703,0.6091,-2.1284,-0.0688,-0.2463,보증,0,221399097,001221399097,-0.1445,-0.0521,0.1748,-1.1562,0,KPN458,19990227,0,0,미참여,-0.5244,0,-1.5397,0,-0.8353,HA5701,-1.6724,1.124,0,0,211215351,000150167718,000120551090,221088526,KPN141,,
KPN459,0,N,-0.5257,0.4605,-0.7165,-9.908,0.5564,미판매,0,N,-8.1615,-8.9343,-2.3106,-0.0519,2.9608,0.6816,후보,0,221399106,001221399106,-1.154,1.71,-0.4036,0.4308,0,KPN459,19990306,0,0,미참여,-0.049,0,0.8506,0,-0.4128,HA5702,-0.7523,0.7256,0,0,221185229,001221185229,001221119118,221119118,KPN243,,
KPN460,0,N,0.6068,2.0256,1.1637,5.1423,-0.3887,미판매,0,N,32.6847,24.6915,0.7661,3.7795,0.063,-0.3048,보증,0,221399107,001221399107,0.8306,0.0245,0.777,0.5279,0,KPN460,19990306,0,0,미참여,2.6934,0,3.7288,0,2.8153,HA5701,3.5413,0.8583,0,0,221094488,000150168394,000132680019,221204694,KPN219,,
KPN461,0,N,-0.846,-1.1199,-0.3832,-1.7416,0.1519,미판매,0,N,-0.9215,12.5996,-0.6412,-0.4945,0.7341,0.2594,후보,0,221399113,001221399113,0.117,0.4149,-0.4655,-0.8631,0,KPN461,19990306,0,0,미참여,-1.1266,0,-1.5112,0,-2.4539,HA5702,-0.4326,-1.2558,0,0,221048025,000150167685,000120550290,251002894,KPN137,,
KPN462,0,N,-1.2541,-1.2636,-0.4914,-1.7688,-0.1298,미판매,0,N,-3.2717,11.1554,-0.6467,-0.8027,-0.4427,-0.0345,후보,0,221399117,001221399117,0.0317,-0.2696,-0.4417,-1.2839,0,KPN462,19990311,0,0,미참여,-1.4753,0,-2.1653,0,-3.0751,HA5702,-0.8747,-1.3588,0,0,221048025,000150167685,000120689304,221185341,KPN137,,
KPN463,0,N,-0.7363,-0.8886,-0.6909,-8.087,-1.3112,미판매,0,N,-7.6043,8.3965,-1.9384,-2.8326,3.7297,-1.2676,후보,0,221399124,001221399124,-0.1311,2.1572,-0.9459,-0.0457,0,KPN463,19990312,0,0,미참여,-1.3104,0,-4.5841,0,-1.3349,HA5702,-2.0581,-0.3425,0,0,221103831,000150168146,000120551660,221049842,KPN200,,
KPN464,0,N,0.8364,0.5455,-0.4587,1.4099,-1.4297,미판매,0,N,-2.5605,1.6075,0.0031,1.9536,-0.0499,-1.3912,보증,0,221399126,002008342515,-0.5318,-0.0411,0.1037,-0.3553,0,KPN464,19990312,0,0,미참여,0.2563,0,1.992,0,-0.7873,HA5701,1.2502,1.0219,0,0,211260729,000150167990,000120685063,221119164,KPN184,,
KPN465,0,N,-1.767,-1.5418,-0.6891,-5.0458,-0.9872,미판매,0,N,-7.5651,5.8559,-1.3166,-2.1103,1.4144,-0.9294,후보,0,221390615,000162618204,-0.2811,0.8106,-1.0226,-1.061,0,KPN465,19990211,0,0,미참여,-1.2012,0,-2.2003,0,-3.9907,HA5702,-1.5269,-0.6374,0,0,221065097,000150168021,000127011857,221178781,KPN187,,
KPN466,0,N,-1.6988,-0.6702,-0.714,-4.1002,-0.9851,미판매,0,N,-8.1059,9.334,-1.1233,0.9497,-0.2024,-0.9271,후보,0,221390639,000162767580,-0.0758,-0.1298,-0.5008,-1.1052,0,KPN466,19990310,0,0,미참여,-0.4634,0,-1.7502,0,-3.738,HA5702,0.8755,-0.8355,0,0,221065097,000150168021,000115894299,221086810,KPN187,,
KPN467,0,N,0.2257,-0.1154,-0.1412,0.8104,-0.9106,미판매,0,N,4.3358,7.4916,-0.1195,1.4201,1.4043,-0.8494,후보,0,221385421,000162650298,-0.1845,0.8047,-0.1302,0.0051,0,KPN467,19990302,0,0,미참여,-0.2134,0,-0.5045,0,0.1201,HA5702,0.8901,-0.1219,0,0,221118393,000150168162,000104643342,221229237,KPN202,,
KPN468,0,N,-0.9216,0.3805,-0.3221,-0.1767,-0.9974,미판매,0,N,0.4059,5.8831,-0.3213,-1.9997,1.2193,-0.94,후보,0,221394377,000119917386,-0.2795,0.6971,0.1123,-1.4558,0,KPN468,19990328,0,0,미참여,-0.7432,0,-0.3773,0,-3.1983,HA5702,-2.34,0.1386,0,0,211260729,000150167990,001221172506,221172506,KPN184,,
KPN469,0,N,0.1189,-1.6663,-0.3743,-4.0931,-0.5874,미판매,0,N,-0.7265,15.4893,-1.1219,0.0679,0.762,-0.5122,후보,0,221395677,000162697810,0.2875,0.4311,-0.1998,-1.2251,0,KPN469,19990515,0,0,미참여,-2.0208,0,-2.2919,0,-2.7116,HA5702,0.7938,-1.6854,0,0,221048025,000150167685,000123271538,221168279,KPN137,,
KPN470,0,N,-1.5237,-1.0372,-0.4784,-5.1289,-0.3801,미판매,0,N,-2.9891,11.5804,-1.3336,-0.5321,2.631,-0.2958,후보,0,221395685,000162699494,0.0568,1.5182,-0.5833,-0.9245,0,KPN470,19990520,0,0,미참여,-1.2604,0,-1.7682,0,-3.3811,HA5702,-0.6772,-1.2774,0,0,221048025,000150167685,000122302053,221074147,KPN137,,
KPN471,0,N,0.1166,0.808,-0.0697,-0.228,-1.8818,미판매,0,N,5.8903,20.5468,-0.3318,0.9721,-0.7062,-1.8631,보증,0,221402375,000162568566,0.586,-0.4228,0.3805,0.2981,0,KPN471,19990505,0,0,미참여,-0.07,0,2.9521,0,0.4994,HA5701,0.9163,1.021,0,0,211200750,000150167619,000110265677,221193991,KPN123,,
KPN472,0,N,-0.316,-0.9746,-0.4055,0.0438,-1.0349,미판매,0,N,-1.4048,11.2025,-0.2762,-2.9141,2.2618,-0.9791,보증,0,221391898,000162512589,0.0345,1.3034,-0.3605,0.1391,0,KPN472,19990607,0,0,미참여,0.0025,0,-2.5028,0,1.0798,HA5701,-2.8578,-0.0304,0,0,221103831,000150168146,000143532639,221218960,KPN200,,
KPN473,0,N,-0.0711,-1.1913,-0.4685,-3.8395,-1.8361,미판매,0,N,-2.7734,13.762,-1.0701,0.6491,0.0422,-1.8153,후보,0,221402540,000162514551,0.1856,0.0124,-0.9522,0.183,0,KPN473,19990625,0,0,미참여,0.1323,0,-0.6294,0,-1.2124,HA5702,0.0171,0.0386,0,0,221103831,000150168146,000122289102,221196376,KPN200,,
KPN474,0,N,0.0482,-0.8362,-0.8437,-1.8614,-1.7481,미판매,0,N,-10.9243,6.1131,-0.6657,-2.1748,0.3327,-1.7234,후보,0,221391642,000162710753,-0.2659,0.1814,0.0713,-0.5371,0,KPN474,19990621,0,0,미참여,-0.2016,0,-1.6972,0,-1.5407,HA5702,-1.665,-0.4488,0,0,221042681,000150167768,000111868024,221085714,KPN148,,
KPN475,0,N,-1.0949,0.2401,-0.6201,-2.9816,-0.8395,미판매,0,N,-6.0667,5.6028,-0.8947,-0.0799,-0.4397,-0.7752,후보,0,221395556,000162767994,-0.296,-0.2678,-0.0238,-0.1689,0,KPN475,19990504,0,0,미참여,-0.1807,0,-1.4806,0,-1.7628,HA5702,0.2985,0.7233,0,0,221065097,000150168021,000101529404,221168195,KPN187,,
KPN476,0,N,-1.8822,-0.775,-0.722,-6.6254,-1.2224,미판매,0,N,-8.2814,7.1661,-1.6396,-0.3149,-1.3152,-1.1748,후보,0,221402193,000162619400,-0.2037,-0.777,-0.5111,-1.3464,0,KPN476,19990623,0,0,미참여,-1.4881,0,-1.3446,0,-4.1766,HA5702,0.3023,-0.8533,0,0,221065097,000150168021,000117072372,221095941,KPN187,,
KPN477,0,N,0.0455,-0.4929,-0.1102,-0.4423,-0.8172,미판매,0,N,5.0105,14.5826,-0.3756,0.414,-0.3176,-0.752,후보,0,221402186,000162619319,0.234,-0.1968,0.0692,0.2012,0,KPN477,19990614,0,0,미참여,0.9873,0,0.1784,0,-0.7689,HA5702,1.0007,0.5734,0,0,221065097,000150168021,000127012912,221196877,KPN187,,
KPN478,0,N,1.0394,1.0383,0.6017,0.8514,-1.2509,미판매,0,N,20.4752,19.3094,-0.1111,2.5012,4.8031,-1.2046,보증,0,221417999,001221417999,0.513,2.7816,-0.174,-0.0861,0,KPN478,19990909,0,0,미참여,0.8112,0,2.3692,0,0.8413,HA5701,2.8565,0.9318,0,0,211260729,000150167990,001221256779,221256779,KPN184,,
KPN479,0,N,-1.5089,-1.0584,-0.0055,3.761,-0.5538,미판매,0,N,7.2853,16.4421,0.4837,-0.7524,1.5717,-0.477,보증,0,221409448,000162792420,0.3437,0.9021,-0.0467,-0.3224,0,KPN479,19990908,0,0,미참여,-1.5189,0,-2.4085,0,0.2717,HA5701,-1.8397,-0.4492,0,0,221103831,000150168146,000150304401,221120798,KPN200,,
KPN480,0,N,0.535,1.5889,1.4402,6.2498,-0.3988,미판매,0,N,38.69,29.2454,0.9925,-0.9923,0.4383,-0.3153,보증,0,221418869,001221418869,1.0994,0.2428,0.218,-0.5374,0,KPN480,19990818,0,0,미참여,1.071,0,-0.854,0,0.8433,HA5701,0.0341,0.4618,0,0,221094488,000150168394,000120551834,221088514,KPN219,,
KPN481,0,N,-0.9546,-1.0912,-0.5601,-1.4828,0.6143,미판매,0,N,-4.7644,7.9808,-0.5883,0.2749,-1.2583,0.742,후보,0,221418883,001221418883,-0.1557,-0.744,-0.2353,-1.308,0,KPN481,19990823,0,0,미참여,0.0275,0,-2.7859,0,-3.0211,HA5702,0.0258,-1.0252,0,0,221048025,000150167685,000120684370,221204564,KPN137,,
KPN482,0,N,1.2414,-0.0706,0.3297,3.5158,1.0463,미판매,0,N,14.5652,12.3067,0.4336,4.1273,-1.862,1.1929,보증,0,221418897,001221418897,0.0997,-1.0951,-0.3041,0.8689,0,KPN482,19990829,0,0,미참여,-0.2162,0,2.0188,0,2.3769,HA5701,4.9095,-0.4085,0,0,221185236,001221185236,001221043572,221043572,KPN244,,
KPN483,0,N,-1.5177,-1.6312,-0.9149,-7.8462,-1.3013,미판매,0,N,-12.4706,-5.5224,-1.8891,-1.4623,4.0802,-1.2571,후보,0,221418898,001221418898,-0.9526,2.3611,-0.5979,-1.3697,0,KPN483,19990830,0,0,미참여,-2.3552,0,-3.3026,0,-4.2033,HA5702,-1.8008,-1.4301,0,0,221130729,000150168427,000120551868,221064540,KPN222,,
KPN484,0,N,0.4125,1.6439,1.3477,7.9379,-1.0095,미판매,0,N,36.6805,37.7433,1.3376,1.0557,-1.1485,-0.9527,보증,0,221418905,001221418905,1.601,-0.6801,0.8023,0.1248,0,KPN484,19990901,0,0,미참여,0.6298,0,2.2266,0,0.8257,HA5701,0.8787,0.542,0,0,221094488,000150168394,000132680663,221204683,KPN219,,
KPN485,0,N,-0.0438,-0.3721,-0.2526,2.5484,-0.8293,미판매,0,N,1.9176,3.8208,0.2358,0.904,-0.9849,-0.7646,보증,0,221418917,001221418917,-0.4012,-0.5849,-0.238,-0.3329,0,KPN485,19990910,0,0,미참여,0.8139,0,-0.7883,0,-0.9763,HA5701,1.5224,0.8623,0,0,221219916,001221219916,001221204638,221204638,KPN266,,
KPN486,0,N,-0.5767,0.3992,1.1146,12.171,-0.4846,미판매,0,N,31.6164,24.0769,2.2029,-3.2726,-0.941,-0.4048,보증,0,221418921,001221418921,0.7944,-0.5594,-0.6467,-0.239,0,KPN486,19990913,0,0,미참여,-0.0798,0,-2.3995,0,1.6122,HA5701,-2.962,0.651,0,0,221094488,000150168394,000132680051,221204666,KPN219,,
KPN487,0,N,-1.1648,0.4842,0.0932,-3.3222,-0.4991,미판매,0,N,9.429,6.12,-0.9643,0.4878,3.191,-0.42,보증,0,221418931,001221418931,-0.2655,1.8439,0.0633,-0.3584,0,KPN487,19990922,0,0,미참여,0.2298,0,-1.134,0,1.9551,HA5701,0.7169,0.6237,0,0,221130729,000150168427,000120687241,221133374,KPN222,,
KPN488,0,N,-0.2332,-0.4424,-0.3489,-1.2332,-2.9182,미판매,0,N,-0.175,10.2685,-0.5372,0.1065,2.79,-2.9446,후보,0,221418932,001221418932,-0.0206,1.6107,0.1832,-1.1767,0,KPN488,19990922,0,0,미참여,-2.2443,0,0.8415,0,-0.9288,HA5702,0.1088,-0.901,0,0,211260729,000150167990,000120550612,221043587,KPN184,,
KPN489,0,N,-1.2343,-1.866,-0.5576,-4.4382,-0.8864,미판매,0,N,-4.7096,15.9029,-1.1924,-1.4035,0.1148,-0.8241,후보,0,221418935,001221418935,0.3119,0.0547,-0.6411,-0.798,0,KPN489,19990922,0,0,미참여,-0.8143,0,-1.4949,0,-2.8297,HA5702,-0.2986,-1.1912,0,0,221048025,000150167685,000120551660,221049842,KPN137,,
KPN490,0,N,0.6577,-1.7,-0.4099,-2.702,0.0823,미판매,0,N,-1.5004,3.4362,-0.8375,0.9887,-0.1049,0.1868,후보,0,221418936,001221418936,-0.4239,-0.0731,-0.2854,0.435,0,KPN490,19990923,0,0,미참여,-2.1117,0,-0.7506,0,-1.0844,HA5702,0.9992,-0.3524,0,0,221118392,000150168154,000139848579,221280977,KPN201,,
KPN491,0,N,-2.276,-2.5427,-0.5251,-1.7188,-0.0193,미판매,0,N,-4.0039,14.1953,-0.6365,-3.7555,-1.1446,0.0808,후보,0,221418938,001221418938,0.2111,-0.6778,-0.778,-2.7736,0,KPN491,19990925,0,0,미참여,-4.8313,0,-4.898,0,-3.8408,HA5702,-3.3994,-2.9795,0,0,221048025,000150167685,000120689437,221185355,KPN137,,
KPN492,0,N,0.7559,-0.3432,-0.3841,0.3079,-0.365,미판매,0,N,-0.9411,5.5296,-0.2222,1.4557,-4.6922,-0.2801,보증,0,221418942,002008342523,-0.3003,-2.7412,0.2105,-0.9989,0,KPN492,19991001,0,0,미참여,-2.1085,0,2.0589,0,-2.3896,HA5701,1.6507,-1.8895,0,0,221094488,000150168394,000150161679,221294961,KPN219,,
KPN493,0,N,0.8432,0.1149,-0.0845,-0.4058,-0.1853,미판매,0,N,5.5674,2.9182,-0.3681,3.9435,-0.1049,-0.0924,보증,0,221451158,002008342531,-0.4545,-0.0731,-0.0045,1.3535,0,KPN493,20000212,0,0,미참여,0.583,0,-0.7842,0,3.291,HA5701,3.7776,0.4698,0,0,221185236,001221185236,001221265167,221265167,KPN244,,
KPN494,0,N,-0.7292,0.5266,0.6477,4.9823,-0.4211,미판매,0,N,21.4736,16.1433,0.7334,-1.6223,0.1519,-0.3386,보증,0,221451164,002008342540,0.3261,0.0762,0.3355,-0.4299,0,KPN494,20000213,0,0,미참여,0.328,0,-2.0426,0,0.6646,HA5701,-2.0036,0.6691,0,0,221294866,001221294866,001221352193,221352193,KPN299,,
KPN495,0,N,-1.4177,-1.483,-1.6484,-11.912,-1.491,미판매,0,N,-28.4052,-9.0255,-2.7203,-5.2557,2.7681,-1.4552,후보,0,221451166,001221451166,-1.1594,1.5979,-0.8786,-1.5348,0,KPN495,20000213,0,0,미참여,-2.5937,0,-4.8835,0,-7.0881,HA5702,-5.2723,-1.9913,0,0,221058953,000150168047,000120687803,221234980,KPN189,,
KPN496,0,N,0.1486,0.284,0.5181,1.7364,0.4467,미판매,0,N,18.6584,17.3489,0.0698,1.2295,0.2213,0.5671,보증,0,221451172,001221451172,0.3973,0.1166,-0.1776,0.0521,0,KPN496,20000215,0,0,미참여,1.0912,0,1.6031,0,1.132,HA5701,1.5885,-0.6447,0,0,221094488,000150168394,000150161653,221294971,KPN219,,
KPN497,0,N,-0.4531,0.2903,-0.1803,6.363,1.1963,미판매,0,N,3.4881,0.9299,1.0156,1.4192,-4.046,1.3494,보증,0,221451173,001221451173,-0.5718,-2.3654,0.6184,-1.0734,0,KPN497,20000215,0,0,미참여,-0.7999,0,-1.7656,0,-1.7319,HA5701,0.6043,0.0218,0,0,221294866,001221294866,001221043524,221043524,KPN299,,
KPN498,0,N,-0.4939,-1.1901,-0.774,-1.0638,0.333,미판매,0,N,-9.4096,-10.0776,-0.5026,-3.6426,1.3642,0.4484,보증,0,221451193,001221451193,-1.2215,0.7814,-0.1637,-1.1656,0,KPN498,20000223,0,0,미참여,-1.9686,0,-2.2131,0,-2.2376,HA5701,-3.4481,-1.0412,0,0,221085737,000150168261,000132681330,221233054,KPN232,,
KPN499,0,N,-0.6366,-0.8002,-1.072,-3.1945,-1.9119,미판매,0,N,-15.883,-3.8716,-0.9382,-0.6205,1.6648,-1.8944,보증,0,221451222,001221451222,-0.8552,0.9562,-0.219,-0.695,0,KPN499,20000312,0,0,미참여,-0.8034,0,-1.82,0,0.5834,HA5701,-1.5339,-0.5908,0,0,221192581,001221192581,001221204691,221204691,KPN252,,
KPN500,0,N,0.894,0.9956,1.1288,5.7438,-1.0589,미판매,0,N,31.9247,29.5525,0.889,0.7035,2.3091,-1.0042,보증,0,221451230,001221451230,1.1175,1.331,0.4245,-0.2562,0,KPN500,20000318,0,0,미참여,0.277,0,3.0986,0,1.4727,HA5701,0.6347,0.5701,0,0,211260729,000150167990,000143107599,221302576,KPN184,,
KPN501,0,N,-1.1555,-1.5053,-0.1251,3.4573,-1.1019,미판매,0,N,4.6857,-1.8644,0.4216,-1.2189,2.1594,-1.0491,보증,0,221451237,001221451237,-0.7367,1.2439,-0.859,-0.4022,0,KPN501,20000321,0,0,미참여,-3.3642,0,0.7185,0,0.7263,HA5701,-1.5842,-1.0128,0,0,221133405,000150168500,000132684673,221264804,KPN224,,
KPN502,0,N,-0.0543,0.2284,0.176,2.5785,-0.7579,미판매,0,N,11.2281,10.1206,0.242,0.074,1.1068,-0.6901,보증,0,221451242,002008342558,-0.0294,0.6317,0.4162,-0.9967,0,KPN502,20000329,0,0,미참여,0.3474,0,-0.3246,0,-3.8267,HA5701,-0.4118,0.123,0,0,211260729,000150167990,000132684368,221264835,KPN184,,
KPN503,0,N,-0.3386,-0.5241,-0.4538,1.0956,-1.5267,미판매,0,N,-2.4552,10.6411,-0.0612,-1.1878,-3.0492,-1.4924,후보,0,221446670,000163593041,0.0014,-1.7856,0.2127,-0.6511,0,KPN503,20000303,0,0,미참여,-1.7128,0,-0.5183,0,-4.5381,HA5702,0.1014,-1.049,0,0,221094488,000150168394,000111941771,221038062,KPN219,,
KPN504,0,N,0.0311,0.414,-0.3028,3.6749,0.1167,미판매,0,N,0.8255,6.0485,0.4661,-1.4196,-0.3237,0.2227,보증,0,221421830,000163076708,-0.2697,-0.2004,0.1037,-0.9532,0,KPN504,20000323,0,0,미참여,0.1677,0,0.3564,0,-0.1944,HA5701,-0.5236,0.2865,0,0,221094488,000150168394,000143153906,221337832,KPN219,,
KPN505,0,N,-0.5072,-0.6724,-0.5945,0.2276,0.4066,미판매,0,N,-5.5116,10.7555,-0.2386,-0.168,-2.0579,0.5253,보증,0,221421823,000163407862,0.0081,-1.209,-0.2687,-1.2729,0,KPN505,20000315,0,0,미참여,-1.3676,0,-1.9118,0,-0.373,HA5701,-0.6034,0.1108,0,0,221094488,000150168394,000122076468,221177284,KPN219,,
KPN506,0,N,2.138,1.5313,1.0408,6.7332,-1.5985,미판매,0,N,30.0134,27.5464,1.0913,0.7716,-2.7207,-1.5674,보증,0,221421822,000163076831,0.9991,-1.5945,0.8384,-0.0962,0,KPN506,20000315,0,0,미참여,0.2844,0,0.0244,0,0.2402,HA5701,1.9,0.516,0,0,221094488,000150168394,000121508777,221177320,KPN219,,
KPN507,0,N,-0.6147,-0.4339,0.1017,6.5661,1.3564,미판매,0,N,9.6124,-0.0729,1.0571,-1.7083,1.7653,1.5165,보증,0,221419488,000163074637,-0.631,1.0147,-0.2911,-1.0923,0,KPN507,20000212,0,0,미참여,-0.7364,0,-2.45,0,-1.653,HA5701,-2.8696,-0.3261,0,0,221094488,000150168394,000143283753,221337811,KPN219,,
KPN508,0,N,0.6228,0.6118,-0.0068,0.5198,-0.9289,미판매,0,N,7.2555,4.8525,-0.1789,0.3886,2.2809,-0.8685,후보,0,221435847,000162915098,-0.3403,1.3146,0.2091,0.5928,0,KPN508,20000413,0,0,미참여,0.936,0,0.2347,0,1.1719,HA5702,0.1614,0.0457,0,0,221133411,000150168526,000143208602,221342635,KPN229,,
KPN509,0,N,-0.0411,-0.5957,-0.8361,0.0667,0.1046,미판매,0,N,-10.7591,-2.7063,-0.2715,0.391,-1.6928,0.2101,후보,0,221451095,001221451095,-0.7864,-0.9967,-0.0118,-0.2742,0,KPN509,20000409,0,0,미참여,-0.2535,0,-1.1359,0,-1.2058,HA5702,0.2001,-0.8873,0,0,221052500,000150167750,000118203611,221192543,KPN147,,
KPN510,0,N,-0.6468,-1.025,-0.6963,-4.2358,-1.2255,미판매,0,N,-7.723,6.6837,-1.1511,-1.8406,0.7654,-1.1781,후보,0,221438183,000163321210,-0.2322,0.4331,0.0609,-0.7016,0,KPN510,20000414,0,0,미참여,-0.7947,0,-0.9262,0,-2.4444,HA5702,-0.8593,-0.7654,0,0,221099284,000150168360,000140249617,221287455,KPN216,,
KPN511,0,N,0.477,0.3351,-0.2473,-0.0304,-2.2687,미판매,0,N,2.0306,18.6705,-0.2914,2.0673,2.2218,-2.2668,보증,0,221420560,000163581864,0.4753,1.2802,-0.0497,-0.3744,0,KPN511,20000224,0,0,미참여,0.1502,0,1.815,0,1.6206,HA5701,1.9506,0.0599,0,0,221118393,000150168162,000143105981,221148154,KPN202,,
KPN512,0,N,-0.7962,-0.6854,-0.4584,-2.2854,-0.5333,미판매,0,N,-2.554,-3.388,-0.7523,-1.552,2.1478,-0.4557,후보,0,221407315,000143058619,-0.8267,1.2372,-0.3895,-0.1239,0,KPN512,19990411,0,0,미참여,-1.128,0,-0.809,0,-2.0807,HA5702,-1.4573,-1.3431,0,0,221080277,000150168120,001221205455,221205455,KPN198,,
KPN513,0,N,-1.7613,-1.2272,-2.0533,-7.6916,-1.0367,미판매,0,N,-37.2017,-19.8623,-1.8575,-4.908,0.4072,-0.9811,후보,0,221400797,000162493820,-1.799,0.2247,-0.985,-1.2996,0,KPN513,19990429,0,0,미참여,-2.0351,0,-3.8431,0,-4.061,HA5702,-5.2923,-2.1519,0,0,221085527,000150168063,001221291552,221291552,KPN191,,
KPN514,0,N,-0.7055,-0.832,-0.7313,-3.2686,-0.4251,미판매,0,N,-8.4832,-1.5805,-0.9533,-1.7099,1.2921,-0.3428,후보,0,221404789,001221404789,-0.72,0.7394,-0.4344,-0.3889,0,KPN514,19990411,0,0,미참여,0.5006,0,-1.0508,0,-1.6159,HA5702,-0.9517,-0.551,0,0,221048026,000150167693,001221257385,221257385,KPN138,,
KPN515,0,N,0.6224,0.025,0.4562,2.2007,-0.7404,미판매,0,N,17.3142,14.3307,0.1647,3.1491,0.431,-0.6718,후보,0,221441524,000164800133,0.2191,0.2386,0.1526,0.2306,0,KPN515,20000616,0,0,미참여,0.3465,0,-0.0528,0,-0.7665,HA5702,2.3369,-0.1719,0,0,221101370,000150168386,000117605967,221101011,KPN218,,
KPN516,0,N,0.7791,-0.891,0.6505,1.0718,-0.5855,미판매,0,N,21.5351,15.8744,-0.066,2.4786,1.1124,-0.5102,후보,0,221455946,000162974391,0.3102,0.6349,0.6349,0.3444,0,KPN516,20000526,0,0,미참여,0.8023,0,1.1212,0,1.3827,HA5702,2.412,0.2315,0,0,221101370,000150168386,000121637526,221130307,KPN218,,
KPN517,0,N,1.3833,0.9462,-0.8056,0.613,0.2054,미판매,0,N,-10.0962,-21.0973,-0.1598,1.6551,2.2203,0.3152,보증,0,221455949,000162976545,-1.8719,1.2793,0.5139,1.3707,0,KPN517,20000705,0,0,미참여,1.7345,0,2.1581,0,2.0543,HA5701,1.4844,-0.2186,0,0,221133411,000150168526,000143611342,221348985,KPN229,,
KPN518,0,N,-0.0072,-0.4733,0.5372,-2.4802,-1.0733,미판매,0,N,19.0735,12.3049,-0.7922,2.2342,1.4514,-1.0192,후보,0,221455937,000162976529,0.0996,0.8321,-0.1534,0.2639,0,KPN518,20000621,0,0,미참여,1.3003,0,0.0596,0,-0.5996,HA5702,1.8798,0.292,0,0,221101370,000150168386,000139877388,221290445,KPN218,,
KPN519,0,N,0.734,0.5632,-0.2034,-1.3675,-1.871,미판매,0,N,2.9846,2.8404,-0.5647,2.3537,2.5036,-1.8517,보증,0,221453282,000162919769,-0.4591,1.4441,0.3244,0.6723,0,KPN519,20000514,0,0,미참여,0.7236,0,-0.9967,0,1.0654,HA5701,1.1562,-0.3935,0,0,221133411,000150168526,000162614236,221339180,KPN229,,
