,kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가.1,체고 정확도.1,십자부고 육종가.1,십자부고 정확도.1,체장 육종가.1,체장 정확도.1,흉심 육종가.1,흉심 정확도.1,흉폭 육종가.1,흉폭 정확도.1,요각폭 육종가.1,요각폭 정확도.1,곤폭 육종가.1,곤폭 정확도.1,좌골폭 육종가.1,좌골폭 정확도.1,고장 육종가.1,고장 정확도.1,흉위 육종가.1,흉위 정확도.1,체고 표준화육종가.1,십자부고 표준화육종가.1,체장 표준화육종가.1,흉심 표준화육종가.1,흉폭 표준화육종가.1,요각폭 표준화육종가.1,곤폭 표준화육종가.1,좌골폭 표준화육종가.1,고장 표준화육종가.1,흉위 표준화육종가.1,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가,STD_CHGR,MATNG_PRTS_PARTCPTN_AT,BRDR_TRB,BRDR_THWD,STD_CRWG,BRDR_LN_Y_AR,BRDR_MRSC,SLE_AT_NM,STD_BDLN,SLE_AT,BRDR_CRWG,BRDR_12_MTAG_WGHT,STD_LN_Y_AR,BRDR_WTHG,BRDR_BCKF_THCN,STD_MRSC,BRBL_SPCHCKN_CODE_NM,STD_CHWD,PPLT_REGIST_NO,PPLT_IDNTFC_NO,STD_12_MTAG_WGHT,STD_BCKF_THCN,BRDR_ISWD,BRDR_DPCH,STD_WTHG,BRBL_NO,BIRTH_DATETM,STD_ISWD,STD_TRB,MATNG_PRTS_PARTCPTN_AT_NM,BRDR_HPWD,STD_HHC,BRDR_BDLN,STD_THWD,BRDR_CHGR,BRBL_SPCHCKN_CODE,BRDR_HHC,BRDR_CHWD,STD_DPCH,STD_HPWD,SCDR_REGIST_NO,SCDR_PPLT_IDNTFC_NO,NRPL_PPLT_IDNTFC_NO,NRPL_REGIST_NO,SCDR_KPN,BEING_AT_NM,BEING_AT
743,KPN749,223362635,0.00%,KPN452,KPN219,KPN139,12.1556,0.77,2.1669,0.79,1.7236,0.81,-1.6814,0.81,0.4394,0.83,0.0907,-0.2411,0.0672,-0.9901,0.5595,0.93409103,0.84,1.25862992,0.85,1.5069,0.83,-0.3541,0.8,-0.5926,0.76,-0.5874,0.77,-0.1152,0.78,0.0157,0.81,0.1105,0.77,-1.098,0.78,0.5248,0.6274,0.4067,-0.1924,-1.0328,-1.2591,-0.3013,-0.2321,-0.0362,-0.5156,-1.2488,0.81,-0.8279,0.78,-2.767,0.75,-1.0826,0.65,-0.3778,0.66,-1.5159,0.85,-0.5775,0.7,-0.6817,0.7,-0.7165,0.67,-0.6194,0.73,-0.6143,-0.4534,-1.2552,-1.4848,-0.2828,-1.0848,-0.5555,-1.3239,-0.8765,-0.1256,0.1587,0.8,1.8775,0.81,0.2077,0.8,-0.0917,0.74,0.4793,0.83,0.7347,0.83,1.2125,0.83,0.3878,0.81,1.2991,0.75,1.2466,0.77,-0.47,-0.4069,-0.7293,-0.9649,-0.7384,-0.3353,-0.4409,-0.5241,-0.1953,-0.8063,0.0229,0.79,0.5102,0.82,0.0464,0.77,-0.0538,0.7,0.0563,0.82,0.1438,0.82,0.2682,0.82,0.0747,0.78,0.2608,0.69,0.3509,0.77,0.5116,1.0096,0.1255,-0.4837,-0.1245,0.5966,0.6341,0.6252,1.1912,0.8861,0,N,-0.7165,-0.5775,-0.2411,1.7236,0.4394,미판매,0,N,2.1669,12.1556,0.0672,-1.2488,-1.6814,0.5595,후보,0,223362635,195280492,0.0907,-0.9901,-0.6817,-1.0826,0,KPN749,20060213.0,0,0,미참여,-1.5159,0,-2.767,0,-0.6194,HA5702,-0.8279,-0.3778,0,0,221399069.0,1221399069.0,1221418958.0,221418958.0,KPN452,,
744,KPN750,223362650,1.17%,KPN546,KPN243,KPN222,-8.1189,0.94,-0.7805,0.88,-5.1953,0.85,-2.6842,0.85,1.1536,0.87,-1.1059,-0.3767,-1.3472,-1.5733,1.3049,-0.58558404,0.95,-0.51222098,0.95,-0.7746,0.94,-0.5925,0.93,-2.1552,0.9,-1.5258,0.92,-1.0703,0.91,-1.1291,0.93,-0.5793,0.91,-3.7712,0.92,-0.3809,-0.3728,-0.6708,-0.494,-3.1089,-2.6137,-1.6721,-1.5221,-1.5075,-1.828,-1.2127,0.83,-1.4851,0.81,-2.0614,0.78,0.105,0.67,-1.4665,0.68,-2.0839,0.87,-0.6613,0.72,-0.2013,0.73,-1.5954,0.7,-3.0652,0.75,-0.5971,-0.7835,-0.9374,0.3464,-1.6249,-1.4635,-0.6496,-0.3471,-2.0586,-1.0739,0.1148,0.86,2.0535,0.88,0.1191,0.87,0.937,0.8,1.3332,0.89,0.594,0.88,0.6814,0.89,0.0021,0.87,1.3815,0.82,2.0287,0.85,-0.5934,-0.3335,-0.8984,-0.0464,-0.2522,-0.4336,-0.6695,-0.9451,-0.1478,-0.5489,-0.0055,0.84,0.2924,0.86,-0.0021,0.82,0.215,0.75,0.2305,0.86,0.059,0.87,-0.0238,0.86,-0.084,0.83,0.1754,0.74,0.1828,0.81,0.0556,0.3099,-0.4634,0.9418,0.5743,0.2521,-0.2721,-0.6153,0.836,0.3377,0,N,-1.5954,-0.6613,-0.3767,-5.1953,1.1536,미판매,0,N,-0.7805,-8.1189,-1.3472,-1.2127,-2.6842,1.3049,보증,0,223362650,195280140,-1.1059,-1.5733,-0.2013,0.105,0,KPN750,20060218.0,0,0,미참여,-2.0839,0,-2.0614,0,-3.0652,HA5701,-1.4851,-1.4665,0,0,221487678.0,1221487678.0,1221452870.0,221452870.0,KPN546,,
745,KPN751,223362670,0.00%,KPN521,KPN184,KPN200,14.6666,0.75,12.3654,0.76,1.9396,0.78,2.4994,0.78,-0.3978,0.81,0.239,0.2284,0.1114,1.4417,-0.3143,-1.79465842,0.83,-1.79918981,0.84,-0.7427,0.82,-0.9576,0.78,0.8701,0.75,0.3189,0.76,-0.1507,0.76,-0.0578,0.79,0.0861,0.75,-0.7315,0.77,-1.1016,-1.0996,-0.6557,-0.9558,0.9105,0.0493,-0.3522,-0.315,-0.0884,-0.3357,-0.9312,0.78,-0.8206,0.76,-1.3311,0.73,-0.1554,0.62,0.9348,0.63,0.4248,0.83,0.613,0.67,0.0343,0.68,0.1711,0.65,1.6572,0.7,-0.463,-0.4497,-0.6086,-0.0551,1.3352,0.2095,0.7813,0.1318,0.3173,0.7571,0.0757,0.79,1.8694,0.8,0.6878,0.79,-0.2568,0.72,1.7181,0.82,0.6781,0.82,0.6386,0.81,1.0715,0.8,1.8022,0.73,2.7556,0.75,-0.7036,-0.4103,0.1878,-1.1122,-0.033,-0.3748,-0.6879,0.2224,0.0948,-0.3097,-0.0436,0.78,0.1366,0.8,0.1318,0.76,-0.2497,0.67,0.2058,0.81,-0.0361,0.81,-0.1787,0.8,0.1203,0.77,0.2212,0.67,0.1578,0.75,-0.5555,-0.1908,1.1608,-1.5222,0.4752,-0.1342,-0.7529,0.982,1.0266,0.256,0,N,0.1711,0.613,0.2284,1.9396,-0.3978,미판매,0,N,12.3654,14.6666,0.1114,-0.9312,2.4994,-0.3143,후보,0,223362670,195280256,0.239,1.4417,0.0343,-0.1554,0,KPN751,20060222.0,0,0,미참여,0.4248,0,-1.3311,0,1.6572,HA5702,-0.8206,0.9348,0,0,221455671.0,1221455671.0,1221378520.0,221378520.0,KPN521,,
746,KPN752,223362682,1.00%,KPN546,KPN243,KPN387,14.3754,0.81,9.1699,0.8,-6.4678,0.81,0.1139,0.81,0.1195,0.84,0.2218,0.0813,-1.6073,0.0542,0.2256,-0.24550596,0.86,-0.27781633,0.87,1.1433,0.85,0.5315,0.82,-0.3054,0.79,0.0767,0.8,0.358,0.8,0.0723,0.83,0.296,0.79,0.6541,0.81,-0.1782,-0.2404,0.235,0.928,-0.6513,-0.3002,0.3779,-0.1683,0.3594,0.3446,0.0718,0.81,0.3679,0.79,0.8721,0.76,0.1564,0.65,-1.0873,0.66,0.7209,0.86,0.0825,0.7,0.34,0.71,-0.6759,0.68,-1.6516,0.73,0.0148,0.1474,0.3836,0.4257,-1.1575,0.407,0.1856,0.7534,-0.8218,-0.5258,-0.2367,0.82,1.8064,0.83,0.3198,0.82,0.3342,0.75,0.6445,0.85,-0.8347,0.84,-1.2128,0.84,0.044,0.83,0.9629,0.76,4.0006,0.79,-1.5827,-0.4366,-0.5151,-0.5846,-0.6443,-1.4322,-1.4847,-0.8993,-0.3891,0.0999,-0.1287,0.8,0.0797,0.83,0.0021,0.79,-0.0372,0.7,-0.0976,0.83,-0.4577,0.84,-0.7253,0.83,-0.1671,0.79,-0.0905,0.7,0.3919,0.78,-1.924,-0.3737,-0.4121,-0.3953,-0.7415,-1.8466,-2.4497,-1.2655,-0.2702,1.0197,0,Y,-0.6759,0.0825,0.0813,-6.4678,0.1195,판매,0,Y,9.1699,14.3754,-1.6073,0.0718,0.1139,0.2256,보증,0,223362682,195280270,0.2218,0.0542,0.34,0.1564,0,KPN752,20060226.0,0,0,참여,0.7209,0,0.8721,0,-1.6516,HA5701,0.3679,-1.0873,0,0,221487678.0,1221487678.0,1221737734.0,221737734.0,KPN546,,
747,KPN753,223362703,0.00%,KPN485,KPN266,KPN219,-2.9989,0.81,-10.752,0.81,2.2468,0.81,-0.2415,0.82,-0.4747,0.84,-0.8037,-0.8358,0.1742,-0.1525,-0.3945,-0.75589901,0.86,-0.86147183,0.87,-2.2023,0.85,0.1215,0.82,-0.5556,0.79,-0.961,0.8,-0.636,0.8,-1.5118,0.83,-0.403,0.79,-1.1407,0.81,-0.4824,-0.57,-1.3451,0.4093,-0.9837,-1.7984,-1.0488,-1.9533,-1.1316,-0.5366,-0.2335,0.81,-0.6263,0.79,-4.9418,0.76,-0.4697,0.65,-0.5032,0.66,-2.0156,0.86,-1.749,0.7,-0.8617,0.71,-0.0156,0.68,-0.854,0.73,-0.1307,-0.3521,-2.2346,-0.5399,-0.4374,-1.418,-1.871,-1.6899,0.0663,-0.2165,0.1851,0.82,1.5047,0.83,0.2308,0.82,-0.104,0.76,1.0654,0.85,0.7085,0.85,1.0604,0.85,0.5594,0.83,0.7602,0.77,1.9611,0.79,-0.3957,-0.5625,-0.6852,-0.9758,-0.4047,-0.3536,-0.5064,-0.3367,-0.506,-0.5712,0.0127,0.81,0.2864,0.84,0.031,0.8,-0.116,0.72,0.176,0.84,0.0944,0.84,0.175,0.84,0.1056,0.8,0.0724,0.71,0.3429,0.79,0.3482,0.2908,-0.0619,-0.8131,0.3558,0.3959,0.3447,0.8669,0.4076,0.8597,0,N,-0.0156,-1.749,-0.8358,2.2468,-0.4747,미판매,0,N,-10.752,-2.9989,0.1742,-0.2335,-0.2415,-0.3945,보증,0,223362703,195285213,-0.8037,-0.1525,-0.8617,-0.4697,0,KPN753,20060308.0,0,0,미참여,-2.0156,0,-4.9418,0,-0.854,HA5701,-0.6263,-0.5032,0,0,221418917.0,1221418917.0,1221418966.0,221418966.0,KPN485,,
748,KPN754,223362704,0.00%,KPN506,KPN219,KPN184,8.8005,0.76,2.8659,0.77,3.385,0.78,0.1989,0.79,-1.046,0.81,-0.1073,-0.2089,0.4068,0.1036,-0.9907,0.55057025,0.83,0.50982827,0.84,0.6411,0.82,-1.0588,0.78,0.1889,0.75,0.4739,0.76,-0.0391,0.77,0.8362,0.79,0.1735,0.76,-2.4963,0.77,0.2962,0.2044,-0.0022,-1.0838,0.0055,0.2731,-0.192,0.6924,0.0981,-1.2021,0.3471,0.79,0.9953,0.77,0.4121,0.74,-0.8318,0.64,-0.2943,0.65,0.2931,0.84,0.5289,0.69,0.7499,0.69,0.8017,0.66,-0.8984,0.71,0.146,0.4626,0.1765,-1.0982,-0.18,0.1217,0.6868,1.5869,1.1655,-0.2338,0.368,0.79,2.767,0.8,0.5532,0.8,0.6608,0.73,1.5685,0.82,1.994,0.82,2.7351,0.82,1.2751,0.8,3.2358,0.74,3.7531,0.76,0.1193,-0.0358,-0.0694,-0.2929,-0.1182,0.5449,0.2143,0.4447,0.9213,0.0185,-0.0158,0.78,0.1642,0.81,0.0196,0.77,-0.0814,0.69,-0.0182,0.82,0.1991,0.82,0.1796,0.81,0.0804,0.77,0.4101,0.68,-0.0449,0.76,-0.1095,-0.1022,-0.1998,-0.6297,-0.4234,0.8211,0.3592,0.6698,1.8124,-0.4052,0,N,0.8017,0.5289,-0.2089,3.385,-1.046,미판매,0,N,2.8659,8.8005,0.4068,0.3471,0.1989,-0.9907,보증,0,223362704,195284780,-0.1073,0.1036,0.7499,-0.8318,0,KPN754,20060309.0,0,0,미참여,0.2931,0,0.4121,0,-0.8984,HA5701,0.9953,-0.2943,0,0,221421822.0,1221421822.0,1221418954.0,221418954.0,KPN506,,
749,KPN755,223228708,0.00%,KPN460,KPN219,KPN279,6.1074,0.78,-0.5019,0.78,-1.1217,0.79,-2.1883,0.79,-1.7697,0.81,-0.2662,-0.3639,-0.5144,-1.2849,-1.746,1.98766255,0.84,2.40050006,0.85,1.9976,0.83,0.0034,0.8,-0.2247,0.77,0.1262,0.77,0.5012,0.78,0.3293,0.81,0.8171,0.77,-0.9742,0.79,1.1528,1.2723,0.6385,0.2599,-0.544,-0.2288,0.5833,0.1212,1.4709,-0.4549,3.589,0.77,2.963,0.75,0.7792,0.72,0.8756,0.61,0.0128,0.62,0.1196,0.82,0.6281,0.66,1.0294,0.67,1.0409,0.63,-0.8789,0.69,1.6904,1.451,0.3418,1.5346,0.1986,0.006,0.7982,2.1552,1.4873,-0.2262,0.366,0.8,1.1162,0.81,0.015,0.8,1.344,0.73,2.3667,0.82,1.6339,0.82,2.1756,0.82,0.8619,0.8,2.1743,0.74,0.8612,0.76,0.1135,-0.7246,-1.0972,0.317,0.3363,0.2932,-0.0265,-0.0065,0.3093,-0.9331,0.0673,0.78,0.0277,0.81,-0.0501,0.76,0.2998,0.68,0.5324,0.81,0.3672,0.82,0.4245,0.81,0.1576,0.77,0.4279,0.68,-0.1724,0.75,1.2259,-0.5406,-1.0461,1.3914,1.7854,1.5038,1.1191,1.2734,1.8867,-0.8212,0,N,1.0409,0.6281,-0.3639,-1.1217,-1.7697,미판매,0,N,-0.5019,6.1074,-0.5144,3.589,-2.1883,-1.746,후보,0,223228708,190011404,-0.2662,-1.2849,1.0294,0.8756,0,KPN755,20060326.0,0,0,미참여,0.1196,0,0.7792,0,-0.8789,HA5702,2.963,0.0128,0,0,221399107.0,1221399107.0,1221689714.0,221689714.0,KPN460,,
750,KPN756,223282460,0.00%,KPN486,KPN219,KPN333,6.0841,0.82,11.2809,0.83,7.8042,0.85,-2.179,0.85,-0.9512,0.87,-0.2676,0.1785,1.3102,-1.2795,-0.8918,-2.11592031,0.87,-2.15692759,0.88,-1.2914,0.86,-0.1831,0.84,0.5683,0.8,-0.0662,0.82,-0.2288,0.82,0.8883,0.85,0.2058,0.81,0.0342,0.83,-1.2931,-1.3017,-0.9149,0.0239,0.5096,-0.5066,-0.4644,0.7511,0.167,0.0402,-2.0438,0.84,-2.5994,0.82,-3.0624,0.79,-0.5059,0.7,-0.2237,0.71,-1.3474,0.88,0.247,0.74,-0.5285,0.75,-0.5857,0.72,-0.4863,0.77,-0.9931,-1.3433,-1.3882,-0.5955,-0.0929,-0.9724,0.3703,-1.0125,-0.7005,-0.074,0.4065,0.85,3.2898,0.86,0.5514,0.85,1.8072,0.8,2.3739,0.87,2.2463,0.87,3.0226,0.87,0.8049,0.86,3.3953,0.8,3.0775,0.82,0.2276,0.1823,-0.0727,0.7306,0.3404,0.7212,0.338,-0.0686,1.0132,-0.2038,0.0107,0.84,0.3016,0.86,0.0295,0.83,0.2262,0.76,0.2418,0.87,0.2609,0.87,0.2505,0.87,-0.0271,0.84,0.4175,0.75,-0.1251,0.82,0.3155,0.3394,-0.0805,1.0012,0.6196,1.0721,0.5791,-0.1703,1.8433,-0.667,0,N,-0.5857,0.247,0.1785,7.8042,-0.9512,미판매,0,N,11.2809,6.0841,1.3102,-2.0438,-2.179,-0.8918,보증,0,223282460,190218926,-0.2676,-1.2795,-0.5285,-0.5059,0,KPN756,20060303.0,0,0,미참여,-1.3474,0,-3.0624,0,-0.4863,HA5701,-2.5994,-0.2237,0,0,221418921.0,1221418921.0,1221933006.0,221933006.0,KPN486,,
751,KPN757,223282551,0.00%,KPN486,KPN219,KPN333,42.2529,0.95,59.0932,0.92,12.5348,0.91,2.0021,0.91,1.4009,0.92,1.8672,2.3794,2.2773,1.1524,1.563,-0.92442811,0.93,-0.47520459,0.93,-0.3462,0.92,1.0474,0.91,0.8317,0.88,-0.2364,0.89,0.1432,0.89,0.2445,0.92,0.2272,0.88,4.7228,0.9,-0.5829,-0.3519,-0.4685,1.5806,0.8595,-0.7523,0.0696,0.0257,0.2127,2.342,0.2806,0.89,0.5231,0.88,-0.4312,0.86,2.0341,0.79,1.1133,0.79,0.6942,0.92,1.4064,0.82,-0.0055,0.83,0.276,0.81,6.8207,0.84,0.1143,0.2254,-0.2033,3.321,1.5552,0.3892,1.6722,0.051,0.4584,2.7592,0.9541,0.9,7.6277,0.91,1.6173,0.91,2.8795,0.86,6.1827,0.92,3.2198,0.92,6.5656,0.92,2.3274,0.91,2.7614,0.87,11.9648,0.9,1.7688,1.9921,1.9629,1.6881,2.5091,1.4016,1.8627,1.5935,0.6478,2.7206,-0.0438,0.89,0.2422,0.91,0.0367,0.88,0.0702,0.83,0.4064,0.91,-0.1669,0.91,0.0782,0.91,-0.1243,0.89,-0.6965,0.82,0.2733,0.88,-0.5589,0.1486,0.0078,0.1739,1.2797,-0.6654,0.0443,-0.9306,-2.7917,0.6327,0,N,0.276,1.4064,2.3794,12.5348,1.4009,미판매,0,N,59.0932,42.2529,2.2773,0.2806,2.0021,1.563,보증,0,223282551,197605668,1.8672,1.1524,-0.0055,2.0341,0,KPN757,20060330.0,0,0,미참여,0.6942,0,-0.4312,0,6.8207,HA5701,0.5231,1.1133,0,0,221418921.0,1221418921.0,1221933096.0,221933096.0,KPN486,,
752,KPN758,223229205,0.78%,KPN369,KPN116,KPN263,-2.3057,0.94,-0.6076,0.9,7.4374,0.88,-2.2311,0.88,1.9836,0.89,-0.7628,-0.3688,1.2353,-1.3098,2.1711,-1.44823217,0.94,-1.79464197,0.94,-1.244,0.93,0.0895,0.92,0.4611,0.89,0.008,0.91,-0.3767,0.9,-0.7299,0.93,-0.3604,0.9,0.9489,0.91,-0.8951,-1.0971,-0.8925,0.3688,0.3671,-0.3995,-0.6766,-1.0722,-1.0406,0.4893,-2.5122,0.86,-2.4366,0.84,-1.0703,0.82,-0.3552,0.73,0.9147,0.74,0.6092,0.9,-0.7379,0.78,-0.587,0.78,-1.773,0.76,-1.2924,0.8,-1.2162,-1.2615,-0.4911,-0.3632,1.3104,0.3325,-0.7357,-1.1314,-2.2975,-0.3865,0.009,0.88,2.368,0.89,0.4434,0.89,1.1881,0.83,0.2753,0.9,0.56,0.9,-0.7351,0.9,-0.385,0.89,-0.4854,0.85,0.8743,0.87,-0.8912,-0.2023,-0.279,0.1778,-0.8546,-0.4574,-1.2791,-1.3678,-1.2241,-0.9288,0.0178,0.86,0.7026,0.88,0.1437,0.85,0.3436,0.79,0.1143,0.89,0.173,0.89,-0.1622,0.88,-0.1042,0.86,-0.0801,0.78,0.3574,0.84,0.4296,1.6281,1.3054,1.6233,0.1083,0.7153,-0.7018,-0.7731,-0.2269,0.9073,0,N,-1.773,-0.7379,-0.3688,7.4374,1.9836,미판매,0,N,-0.6076,-2.3057,1.2353,-2.5122,-2.2311,2.1711,보증,0,223229205,190033000,-0.7628,-1.3098,-0.587,-0.3552,0,KPN758,20060302.0,0,0,미참여,0.6092,0,-1.0703,0,-1.2924,HA5701,-2.4366,0.9147,0,0,221328326.0,1221328326.0,1221487672.0,221487672.0,KPN369,,
753,KPN759,223196691,0.00%,KPN485,KPN266,KPN187,-9.5014,0.65,-12.5195,0.59,-4.8036,0.54,-0.8554,0.52,-0.5079,0.5,-1.1875,-0.9171,-1.2671,-0.5096,-0.4292,-0.80189192,0.74,-0.68523079,0.75,-0.7473,0.73,-1.0449,0.68,-0.2514,0.66,-0.5354,0.66,-0.5534,0.67,-0.9245,0.7,-0.5209,0.66,-2.1252,0.67,-0.5099,-0.4705,-0.6579,-1.0663,-0.5795,-1.1839,-0.9302,-1.2915,-1.3829,-1.0199,-1.124,0.55,-1.2804,0.53,-2.0434,0.51,-0.395,0.43,-0.109,0.44,-0.6186,0.59,-0.4958,0.47,-0.453,0.47,-0.4515,0.45,-3.4121,0.49,-0.5548,-0.6807,-0.9293,-0.4246,0.0485,-0.4863,-0.4637,-0.859,-0.5201,-1.2084,0.098,0.51,0.7478,0.54,0.2259,0.53,0.0618,0.48,0.9015,0.53,0.5781,0.52,0.7444,0.54,0.3904,0.53,0.6676,0.5,1.043,0.53,-0.6407,-0.8783,-0.6944,-0.8278,-0.498,-0.4448,-0.6424,-0.5212,-0.5594,-0.8733,0.0008,0.46,0.0811,0.48,0.0388,0.39,-0.0227,0.4,0.153,0.46,0.0796,0.47,0.085,0.47,0.0545,0.43,0.0865,0.4,0.1049,0.43,0.1569,-0.3693,0.0332,-0.3188,0.2636,0.3356,0.0655,0.4673,0.4661,0.0833,0,N,-0.4515,-0.4958,-0.9171,-4.8036,-0.5079,미판매,0,N,-12.5195,-9.5014,-1.2671,-1.124,-0.8554,-0.4292,후보,0,223196691,189700050,-1.1875,-0.5096,-0.453,-0.395,0,KPN759,20060224.0,0,0,미참여,-0.6186,0,-2.0434,0,-3.4121,HA5702,-1.2804,-0.109,0,0,221418917.0,1221418917.0,1221387149.0,221387149.0,KPN485,,
754,KPN760,223306555,0.00%,KPN369,KPN116,KPN165,-4.2274,0.78,-3.796,0.79,5.1679,0.8,-2.54,0.81,0.1779,0.83,-0.8762,-0.5156,0.7713,-1.4894,0.2866,-2.80291057,0.85,-2.47886443,0.86,-3.6971,0.84,-1.7393,0.81,-0.6178,0.77,-1.0279,0.78,-1.5567,0.79,-1.8836,0.82,-0.9381,0.78,-3.6968,0.79,-1.7025,-1.4835,-2.0512,-1.9447,-1.0663,-1.895,-2.3701,-2.3722,-2.2729,-1.7915,-3.9483,0.79,-3.7002,0.77,-6.3962,0.74,-1.7344,0.64,-1.3238,0.64,-2.2364,0.84,-2.262,0.68,-1.4451,0.69,-2.4067,0.66,-4.9342,0.71,-1.9003,-1.8963,-2.8896,-2.4899,-1.4491,-1.5652,-2.4471,-2.8761,-3.1497,-1.7985,-0.0305,0.81,2.6495,0.82,0.9729,0.81,0.8544,0.75,1.2174,0.84,1.5435,0.83,1.0222,0.83,0.6494,0.82,1.7599,0.76,1.3458,0.78,-1.0024,-0.0848,0.7322,-0.1201,-0.3181,0.23,-0.5228,-0.2384,0.0704,-0.7737,-0.0479,0.8,0.5339,0.82,0.2622,0.78,0.1456,0.7,0.2141,0.83,0.3249,0.83,0.0878,0.82,0.0985,0.79,0.4121,0.7,-0.0101,0.77,-0.6253,1.086,2.7422,0.5735,0.5084,1.3322,0.074,0.8114,1.8207,-0.2917,0,N,-2.4067,-2.262,-0.5156,5.1679,0.1779,미판매,0,N,-3.796,-4.2274,0.7713,-3.9483,-2.54,0.2866,후보,0,223306555,189527107,-0.8762,-1.4894,-1.4451,-1.7344,0,KPN760,20060329.0,0,0,미참여,-2.2364,0,-6.3962,0,-4.9342,HA5702,-3.7002,-1.3238,0,0,221328326.0,1221328326.0,1221400449.0,221400449.0,KPN369,,
755,KPN761,223320612,0.00%,KPN460,KPN219,KPN338,26.4751,0.73,30.4041,0.74,5.4307,0.76,0.1589,0.76,-0.3015,0.79,0.9359,1.0588,0.825,0.0803,-0.2138,1.35847604,0.82,1.96837831,0.82,2.8464,0.8,-0.2209,0.77,0.2568,0.74,1.006,0.75,0.6932,0.75,0.7302,0.78,0.8569,0.74,0.3407,0.76,0.7778,1.0282,1.0394,-0.0238,0.0957,1.0414,0.8589,0.573,1.5558,0.1907,1.7493,0.77,1.8125,0.75,-0.1295,0.72,0.0516,0.62,0.2225,0.63,1.1873,0.82,0.8197,0.67,0.2991,0.67,-0.1132,0.65,-0.8285,0.7,0.814,0.8731,-0.0674,0.264,0.4571,0.718,1.0134,0.6703,-0.065,-0.2066,0.8691,0.77,2.4313,0.78,0.4408,0.77,1.0385,0.71,3.7011,0.8,3.3665,0.79,4.9783,0.79,1.81,0.77,2.0604,0.71,3.4194,0.73,1.5295,-0.1759,-0.2841,0.0442,1.0961,1.5042,1.1796,1.0287,0.2436,-0.0913,0.1127,0.75,-0.0336,0.78,-0.0317,0.73,0.0203,0.66,0.5147,0.79,0.5174,0.79,0.6886,0.78,0.177,0.74,-0.0425,0.65,-0.1529,0.73,1.9553,-0.7377,-0.8225,-0.0906,1.7144,2.1142,1.9389,1.425,-0.0704,-0.7576,0,N,-0.1132,0.8197,1.0588,5.4307,-0.3015,미판매,0,N,30.4041,26.4751,0.825,1.7493,0.1589,-0.2138,보증,0,223320612,195455982,0.9359,0.0803,0.2991,0.0516,0,KPN761,20060306.0,0,0,미참여,1.1873,0,-0.1295,0,-0.8285,HA5701,1.8125,0.2225,0,0,221399107.0,1221399107.0,1221581865.0,221581865.0,KPN460,,
